Libera,1,0
wszechnica,0,1
odizolować,0,0
jamala,0,1
bieruniem,0,1
Jammin'X1,1,1
ironicznie,0,0
geszlechcie,0,1
rozgniatać,0,0
rozdrażnić,0,0
wrazić,0,0
wampir,0,0
Cimed,1,1
neofita,0,0
osir,0,1
397,0,0
osiąg,0,0
394,0,0
Swidnik,1,1
inguski,0,1
estetyzować,0,0
maluch,0,0
Topolski,1,1
lapua,0,1
Ewangelia,1,1
okazyjny,0,0
XXXI,0,1
śrubka,0,0
ocenić,0,0
39a,0,0
propagatorka,0,0
strata,0,0
mulnik,0,0
pchnąć,0,0
chorowicach,0,1
koźlik,0,1
zmieszanie,0,0
uznać,0,0
zarość,0,0
ogólnokształcący,0,1
urywek,0,0
teściowy,0,0
Sadurski,1,1
teściowa,0,0
rheault,0,1
złoć,0,0
nasilić,0,0
bokser,0,0
kfc,0,1
chevron,0,1
pozycjonować,0,0
10TC,0,0
tns,0,1
niestandardowy,0,0
malutki,0,0
master,0,0
maskotka,0,0
wyeliminować,0,0
Kubica,1,1
firegl,0,1
Oracle,1,1
płuczkowy,0,0
zabawa,0,0
wyżywić,0,0
Cimiento,1,1
ministrowy,0,0
regulator,0,0
ahmet,0,1
Giorgi,1,1
gotować,0,0
energetyczny,0,1
przedwojenny,0,0
poręczenie,0,0
eliminacyjny,0,0
Chicago,1,1
zanieczyszczenie,0,0
zarośl,0,0
278,0,0
Theo,1,1
policja,0,0
rajan,0,1
Momajny,1,1
owczarski,0,1
metalchem,0,1
Kongtrul,1,1
ultrakatolicki,0,0
agenturalno,0,0
NiMH,0,1
wmawiać,0,0
salvatore,0,1
zagranie,0,0
wytrawny,0,0
formacye,0,0
rolicki,0,1
Bobola,1,1
Tuilli,1,1
animacja,0,0
maja,0,0
Grzesiowski,1,1
morden,0,1
tech,0,0
protokół,0,0
osić,0,0
singel,0,1
Marki,1,1
Markt,1,1
naukowiec,0,0
Resources,1,1
zamówić,0,0
luby,0,0
LIVE,0,0
obwiniać,0,0
grypa,0,0
yersey,0,1
tsacas,0,1
prysnąć,0,0
jaguar,0,1
l'alpe,0,1
rzeczywisty,0,0
abstrakcja,0,0
Rio,1,1
ciekawość,0,0
Bóinne,1,1
lehonu,0,1
helicoid,0,0
smarkaty,0,0
specjalizować,0,0
błądzić,0,0
akwarium,0,0
basowy,0,0
Kucharczak,1,1
zawinić,0,0
kodeks,0,0
dk81,0,1
xvi,0,0
irl,0,0
akceptacyjnych,0,0
Advanced,1,1
lućmierza,0,1
natura,0,0
nature,0,1
próżny,0,0
Храм,1,1
kilkugodzinny,0,0
Bronx,1,1
jobsa,0,1
przedpogrzebowy,0,0
próżno,0,0
Jarosław,1,1
suizo,0,1
fortecki,0,1
człek,0,0
Lepper,1,1
Laura,1,1
nasuwać,0,0
MicroProse,0,1
zühlskamp,0,1
żylina,0,1
codziennie,0,0
hellanodikami,0,0
winien,0,0
sierawskiego,0,1
zdyskredytować,0,0
1678,0,0
wystygnąć,0,0
SIMPLICITY,0,1
rozporządzić,0,0
jeou,0,1
marsylia,0,1
arkit,0,1
spid,0,0
ratować,0,0
republikański,0,1
Claya,1,1
łączyć,0,0
czołg,0,0
1677,0,0
czoło,0,0
okiełznać,0,0
ugasić,0,0
zmagać,0,0
skurczyć,0,0
truizm,0,0
niewymowny,0,0
TDW,0,1
jużem,0,0
uciecha,0,0
belgijski,0,1
wyliczać,0,0
polszczyzna,0,1
pokus,0,0
jedynie,0,0
uniesiony,0,0
hong,0,1
pisząca,0,0
uzależnić,0,0
bowiego,0,1
Brøndby,1,1
szczepać,0,0
piszący,0,0
split,0,0
junge,0,1
koń­ca,0,0
alchemia,0,0
nagranie,0,0
liściasty,0,0
bezsilny,0,0
EBC,0,1
huragan,0,1
academic,0,1
gallaghera,0,1
ydano,0,0
spakować,0,0
przenosiny,0,0
literek,0,0
surowy,0,0
surowo,0,0
budowniczy,0,0
Mojsiejewicz,1,1
dyrektorek,0,0
768kb,0,0
Ochotnica,1,0
wystrzeliwać,0,0
hak,0,0
zakulisowy,0,0
zwolennik,0,0
Oscar,1,1
Moskurfjall,1,1
Szczepek,1,0
prześladować,0,0
ponadto,0,0
hat,0,1
osłabić,0,0
triumfować,0,0
asfaltowy,0,0
donaczyniowo,0,0
bernersa,0,1
sztylpa,0,0
saudyjski,0,1
żonglerka,0,0
zobowiązać,0,0
HOPin,0,1
polegać,0,0
alice,0,1
siedmiokrotny,0,0
rzeka,0,0
spekulacja,0,0
inspekcja,0,1
odmienić,0,0
śpiew,0,0
rzeźwy,0,0
ŁZE,0,1
zlatko,0,1
destylacja,0,0
autoportret,0,1
billboard,0,0
przypływ,0,0
anne,0,1
kawowy,0,0
Skonieczna,1,1
Facebook,1,1
Celebration,1,1
naziemny,0,0
stopnieć,0,0
zabrnąć,0,1
naziemno,0,0
powłok,0,0
nieprzenikniony,0,0
teatralny,0,1
wystrzelić,0,0
załącznik,0,0
suba,0,1
krępy,0,0
Ligue,1,1
Maryja,1,1
poprzysiąc,0,0
nakładany,0,0
konkretnydzień,0,0
rasiak,0,1
Kwatinetz,1,1
Aaron,1,1
Klasse,1,1
napędzać,0,0
mbp,0,1
Sadecka,1,1
tama,0,0
Kończarka,1,1
Sadecki,1,1
wordpress,0,1
Device,1,1
otrzymywać,0,0
Kinia,1,0
Belka,1,0
verdy,0,1
podstawówka,0,0
verde,0,0
warkocz,0,0
piotrkowski,0,1
poradniczy,0,0
watykański,0,1
lusterko,0,0
baza,0,0
limuzyna,0,0
Dania,1,1
płoński,0,1
bonifikata,0,0
radziecki,0,1
moderna,0,1
Balicki,1,1
odzwyczaić,0,0
Południowoafrykańskich,1,1
64000,0,0
łkanie,0,0
śniadanie,0,0
zawodzić,0,0
trybun,0,0
szlachecki,0,0
EANA,0,1
rozwiać,0,0
rola,0,0
znużyć,0,0
levskiego,0,1
podłogowy,0,0
Drezno,1,1
roll,0,0
carlonim,0,1
zbieżność,0,0
Melbourne,1,1
palma,0,0
pisarski,0,0
transporter,0,0
Austro,1,1
Ida,1,0
Śląsk,1,1
czystość,0,0
resovią,0,1
ukształtowanie,0,0
Eredivisie,1,1
nieuleczalny,0,0
zracjonalizować,0,0
cincinnati,0,1
cudny,0,0
zwłoka,0,0
wykazywać,0,0
osi,0,0
metonimia,0,0
Byk,1,0
osa,0,1
osb,0,0
odziać,0,0
155MP,0,1
wzorować,0,0
Debianie,1,1
hippodamei,0,1
okolica,0,0
zatrudniony,0,0
eucharystyczny,0,1
zatrudniona,0,0
przykrywać,0,0
Bartosz,1,1
opatrzyć,0,0
Hannike,1,1
dogonić,0,0
wojnasach,0,1
rządzić,0,0
patentowany,0,0
salonik,0,0
minuta,0,0
catalonia,0,1
Aach,1,0
dializa,0,0
fajfera,0,1
wnuczka,0,0
standaryzacyjny,0,0
batouri,0,1
Mitta,1,1
92kw,0,0
Jeżowszczyzny,1,1
koncentrować,0,0
bajer,0,1
zwiększać,0,0
Copernicus,1,1
rozdzielnia,0,0
przestępstwo,0,0
cholewa,0,0
niematerialny,0,0
korzystać,0,0
chłodny,0,0
Augusta,1,1
wiersz,0,0
programistyczny,0,0
Góra,1,0
pianino,0,0
abdullah,0,1
Landau,1,1
dopłata,0,0
ministerstwo,0,0
E401,1,1
E400,1,1
wnioskodawca,0,0
Lopez,1,1
kozica,0,0
Ml,1,1
dwadzieścia,0,0
zrekompensować,0,0
wycedzić,0,0
ratio,0,0
MG,0,1
dotykać,0,0
MB,0,1
MO,0,1
Boston,1,1
netzela,0,1
MH,0,1
posypać,0,0
skrupulatnie,0,0
conajmniej,0,0
MP,0,0
MS,0,1
Litex,1,1
odeszły,0,0
obecny,0,0
utytułować,0,0
l'Alpe,0,1
ostatecznie,0,0
śluza,0,0
że,0,0
obecna,0,0
kongres,0,1
spalanie,0,0
rubryka,0,0
litewski,0,1
Rime,1,1
nastepnie,0,0
ewangeliczny,0,0
uwzględnić,0,0
Mosaic,1,1
nierynkowy,0,0
planica,0,1
bawach,0,0
borisow,0,1
pozagalaktyczny,0,0
filialny,0,0
Seroki,1,1
rzeczniczka,0,0
COMMANDS,0,0
grunwaldzki,0,1
oddawać,0,0
szorstko,0,0
Campiglio,1,1
absorpcja,0,0
Firefoxowi,1,1
zlew,0,0
imigrant,0,0
pirenu,0,1
prowokacyjny,0,0
grawitacja,0,0
zbawienie,0,0
litra,0,0
kmiecy,0,0
czerwonawy,0,0
słownie,0,0
prominentny,0,0
słownik,0,1
wsiąkać,0,0
pełno,0,0
atak,0,0
przewidzieć,0,0
uchrona,0,0
Odegłość,1,0
piastować,0,0
pełny,0,0
wypalić,0,0
szczebiotać,0,0
wiceprokurator,0,0
ideolog,0,0
szczep,0,1
Szczucin,1,1
podziwić,0,0
wykryć,0,0
Sobolewski,1,1
odbierać,0,0
aktyw,0,0
years,0,1
litować,0,0
kraina,0,0
Telatycki,1,1
hypnotycznych,0,0
wolnizna,0,0
79º,0,0
pociecha,0,0
wcześnie,0,0
współdyrektor,0,0
Gordon,1,1
zbroja,0,0
przemieniać,0,0
odyseja,0,1
zdobywczyni,0,0
Mihail,1,1
dusić,0,0
uściskań,0,0
suczkow,0,1
świta,0,0
Live,1,1
Łucenki,1,1
sponsor,0,0
stunża,0,1
Palmowski,1,1
ciekawski,0,0
Michigan,1,1
woźnica,0,0
mór,0,0
ciekawska,0,0
798,0,0
głodówka,0,0
trauma,0,0
mój,0,0
internet,0,0
móc,0,0
gałąź,0,0
prodnalog,0,0
uściskać,0,0
Żerków,1,1
księgi,0,0
wedrzeć,0,0
groszowicach,0,1
snooker,0,1
Vágar,1,1
kędy,0,0
urodzeniowy,0,0
kruševac,0,1
gmach,0,0
hilzen,0,1
gordon,0,1
zasmucić,0,0
rozpaczliwy,0,0
85kw,0,0
superdrogimi,0,0
hodowla,0,0
Jaszczak,1,1
pozytywek,0,1
Муниципальный,1,1
85kW,0,0
ścieżek,0,0
ulokować,0,0
Barbar,1,1
stołeczny,0,0
opatrzność,0,0
wybujać,0,0
pstrokaty,0,0
cervus,0,0
doczepić,0,0
modulować,0,0
Cyganeczka,1,1
History,1,1
Wolanów,1,1
Hubert,1,1
spalenie,0,0
Mameli,1,1
niesposobny,0,0
koronacja,0,0
burundi,0,1
wyśmienicie,0,0
stagiryta,0,1
warriors,0,1
Szymanowski,1,1
gorszyciel,0,0
jahu,0,1
zoo,0,0
Hala,1,1
zrzekać,0,0
kąpiel,0,0
pomnożyć,0,0
wystrzał,0,0
porywczy,0,0
Maksim,1,1
CSKA,0,1
palajstry,0,0
buffet,0,1
osiemdziesiąt,0,0
buffel,0,1
pozbawienie,0,0
letniskowy,0,0
skyresha,0,1
kębłów,0,1
koderzy,0,0
wściec,0,0
Geszlecht,1,1
zaplątywać,0,0
Whitehurst,1,1
krewniak,0,0
Vicius,1,1
wyni,0,1
krukać,0,0
dyplomowy,0,0
odpoczywać,0,0
wałęsa,0,1
Sierhieja,1,1
przechodząca,0,0
koniusz,0,1
Otylia,1,1
Piniony,1,0
płynnie,0,0
chlewny,0,0
konfrontacja,0,0
opatka,0,0
przechodzący,0,0
decydować,0,0
Beijing,1,1
skałkowy,0,0
szefera,0,1
Aznara,1,1
logarytm,0,0
przestrzec,0,0
Romneya,1,1
małżonek,0,0
cywilizować,0,0
Brilon,1,1
AXA1307,0,1
czwórka,0,0
aluwium,0,0
Jarka,1,1
innowacja,0,1
katalog,0,0
tryb,0,0
aromatyczny,0,0
mikroprzedsiębiorcy,0,0
przedświt,0,1
Śniatyńskim,1,1
strefić,0,0
żwir,0,0
digitalizacji,0,0
przygnębienie,0,0
papryka,0,0
nasunąć,0,0
830,0,0
westa,0,1
niepaństwowy,0,0
Kaliskie,1,1
transformersów,0,1
8773602,0,1
topolina,0,1
indywidualny,0,0
instancja,0,0
Mazowsze,1,1
atrapa,0,0
TFSI,0,0
lemoniada,0,0
męczennik,0,0
amerykański,0,0
1723,0,0
1721,0,0
miljanicia,0,1
podkładka,0,0
kahan,0,1
drogi,0,0
wpłacać,0,0
wywalczyć,0,0
droga,0,0
mędrzec,0,0
Ziemowit,1,1
Tarnopolszczyźnie,1,1
wykładowczyni,0,0
gorzowianie,0,1
nareszcie,0,0
Technica,1,1
limanowski,0,1
użytkowy,0,0
zrozumieć,0,0
mihail,0,1
detektyw,0,0
espanyolem,0,1
okraść,0,0
przestrzeń,0,0
lekcye,0,0
identyczny,0,0
wodzić,0,0
Size,1,0
śmietnisko,0,0
wyszczotkować,0,0
rozegrana,0,0
kopnąć,0,0
Kępa,1,0
Kartagina,1,1
rozegrany,0,0
potrójny,0,0
sztabowy,0,0
posłanka,0,0
hostname,0,0
saneczkowy,0,0
rocznie,0,0
chmurka,0,0
bynajmniej,0,0
zdenerwować,0,0
rocznik,0,0
UTC,0,1
groźny,0,0
XVI,0,0
Hiob,1,1
wired,0,1
niża,0,0
wiren,0,1
maedy,0,1
bystry,0,0
wydruk,0,0
pomadka,0,0
powikłanie,0,0
Sobieszczański,1,1
benzo,0,1
BOR,0,1
Troja,1,0
newsowych,0,0
niechętnie,0,0
NAT,0,1
makulatura,0,0
fotograf,0,0
rover,0,1
samborski,0,1
liliowy,0,1
lubić,0,0
pionier,0,0
Malev,1,1
ptak,0,0
Rybczyński,1,1
zależnie,0,0
łąka,0,0
proza,0,0
Rybczyńska,1,1
niedoczekanie,0,0
miastko,0,1
world,0,1
suma,0,0
wyjmować,0,0
oporowy,0,0
Maj,1,0
użyteczność,0,0
koszykarz,0,0
torbena,0,1
superintendent,0,0
Charczenko,1,1
bakteryjny,0,0
tuilli,0,1
nachylić,0,0
zaniepokoić,0,0
tvn,0,1
gruz,0,0
gablota,0,0
karnicki,0,1
wosjk,0,0
girona,0,1
nieszczęście,0,0
pojednawczo,0,0
Skórzewska,1,1
zmotywować,0,0
obacy,0,0
jahusów,0,1
grudniowy,0,0
zajrzeć,0,0
sprawiać,0,0
zaistnieć,0,0
shuttleworth,0,1
Bramah,1,0
uwodzić,0,0
kaleczyć,0,0
gplv3,0,1
91b,0,0
VerliHub,0,1
którychem,0,0
pomówienie,0,0
yuanów,0,1
tomaszowy,0,1
Ballarda,1,1
Majchrzak,1,1
zawyżyć,0,0
regionalny,0,0
tworzyć,0,0
sztafeta,0,0
Nr,1,1
przerażać,0,0
wstrząs,0,0
NC,0,1
ND,0,1
postać,0,0
poduszka,0,0
drukarka,0,0
patrzeć,0,0
Chaleda,1,1
Plátano,1,0
awanturnik,0,0
rejestracja,0,0
Nowicki,1,1
silić,0,0
zajechać,0,0
palestyński,0,0
szkodzić,0,0
with,0,1
Winnica,1,0
dziesięcioletni,0,0
zamrzeć,0,0
puli,0,0
odczuć,0,0
pula,0,0
nietrudno,0,0
CGIAR,0,0
rusy,0,1
kerckhove,0,1
chrzanowski,0,0
wojtaś,0,1
szkodliwy,0,0
trips,0,1
puls,0,1
benzynowy,0,0
395,0,0
Airlines,1,1
obyczajowy,0,0
uhonorować,0,0
komunizm,0,0
Lozanna,1,1
chełpliwość,0,0
Bęben,1,0
Read,1,1
pfun,0,1
amfiteatr,0,0
basenowy,0,1
mocować,0,0
Kula,1,0
geotermalny,0,0
odbić,0,0
oleńczak,0,1
lakowy,0,0
omnibus,0,1
kilogram,0,0
AX80012,0,1
wygnanie,0,0
ceramik,0,1
krykiet,0,0
elektron,0,0
wszechświat,0,0
niepowtarzalny,0,0
Sromowce,1,1
drogowy,0,0
senny,0,0
Wierzejski,1,1
pavlović,0,1
zarównać,0,0
katarzynów,0,1
dziewięć,0,0
Szczytno,1,1
wstrzymywać,0,0
przenośnia,0,0
pitery,0,1
nora,0,1
unikids,0,1
fałsz,0,0
warzywo,0,0
śnić,0,0
MAEA,0,1
ferie,0,0
siatkowy,0,0
Microdia,1,1
Prokomu,1,1
naprawczy,0,0
zgodzić,0,0
pozew,0,0
sans,0,0
Grochowska,1,0
stereotyp,0,0
wznowić,0,0
199,0,0
198,0,0
upodabniać,0,0
Łapy,1,0
195,0,0
194,0,0
191,0,0
192,0,0
izbica,0,1
USER,0,0
butelka,0,0
pasy,0,0
Sweeper,1,1
otok,0,0
masłowski,0,1
Gnome,1,1
bóbr,0,0
statystyka,0,0
Hewsonie,1,1
Onega,1,0
Steve'a,0,1
przychodzień,0,0
melancholia,0,0
przeprowadzać,0,0
podtrzymać,0,0
zatapiać,0,0
celownik,0,1
kadecki,0,1
Scorpio,1,1
Zdakowska,1,1
Filip,1,1
dzianottich,0,1
kilkanaście,0,0
pomidorowy,0,0
aufs,0,0
zdemoralizować,0,0
Dimitara,1,1
amerykocentryczna,0,0
rolka,0,0
powstrzymać,0,0
mora,0,0
mord,0,0
more,0,0
absolwent,0,0
wyłączny,0,0
jezioro,0,0
piterę,0,1
wypożyczać,0,0
orzełek,0,0
doom,0,1
otwarty,0,0
wyładowanie,0,0
skazać,0,0
learn,0,1
Zawisza,1,1
anorthosis,0,1
ponte,0,1
kończarek,0,1
Ziobro,1,1
wokalistka,0,0
allegro,0,1
zwrotnik,0,0
gadżet,0,0
Glasgow,1,1
Chabna,1,1
Turczyn,1,1
ogarniać,0,0
przeżywać,0,0
Frances,1,1
żagiel,0,0
prezes,0,0
ciemnoszelestny,0,0
walnąć,0,0
mendez,0,1
uwiarygodnić,0,0
współżyć,0,0
Staszów,1,1
Lizbona,1,1
andzel,0,1
obywać,0,0
tonnorem,0,1
Laszkiewicz,1,1
strzelać,0,0
fasada,0,0
troglodyta,0,0
kontynent,0,0
rylski,0,1
ćwiczenie,0,0
któremi,0,0
zostałe,0,0
Jedi,1,1
szabas,0,0
DKK,0,1
reklamowy,0,0
wymierzyć,0,0
ziobro,0,1
sznurka,0,0
dźwignia,0,0
isaac,0,1
plastyka,0,0
sauce,0,0
całkowity,0,0
Loma,1,1
rekwizyt,0,0
bagusów,0,0
obierać,0,0
poniżać,0,0
cecropia,0,0
Solidago,1,0
galdom,0,1
obiecować,0,0
DK1,0,1
powierniczy,0,0
Jeżów,1,1
denny,0,1
jednostka,0,1
piotrowski,0,1
wandachowicze,0,1
wandachowicza,0,1
maślicach,0,1
Vershbow,1,1
Halszka,1,1
broszura,0,0
uświadomić,0,0
miał,0,0
sønderjyllands,0,1
regionalizacja,0,0
pochować,0,0
żyto,0,0
księża,0,0
kibicować,0,0
renominacja,0,0
Bruguerę,1,1
inżynier,0,0
research,0,1
offline,0,0
siedzenie,0,0
przewracać,0,0
ogołocić,0,0
Nina,1,1
fantastyka,0,1
Nine,1,1
naleźć,0,0
Nordsjælland,1,1
wyczerpywać,0,0
definition,0,0
MGT,0,1
testament,0,1
Economist,1,1
lightningiem,0,1
Lubuskie,1,1
Stanisław,1,1
Curtisa,1,1
Waryński,1,1
fotel,0,0
Peuple,1,1
ogniwo,0,0
Belgrad,1,1
Personality,1,1
j82,0,1
krefeld,0,0
Dziwisz,1,1
karabinowy,0,0
wprost,0,0
dlaczego,0,0
delikatnie,0,0
penalizować,0,0
paolo,0,1
zainstalować,0,0
sadownem,0,1
egzaminacyjny,0,1
žilina,0,1
bitowy,0,0
glendenina,0,1
262,0,0
žiliny,0,1
dyrekcyjny,0,0
kres,0,1
kret,0,0
krew,0,0
małokumatych,0,0
blond,0,0
Weronczyną,1,1
DK79,0,1
sell,0,0
Rijeka,1,1
Niedzica,1,1
antrakt,0,0
kielich,0,0
furmankiewiczówna,0,1
zesłany,0,0
prosta,0,0
bogini,0,0
prosto,0,0
prosty,0,0
obcinać,0,0
dopatrzyć,0,0
taczać,0,1
niewiara,0,0
zdziennicki,0,1
1683,0,0
atlantycki,0,1
1684,0,0
1687,0,0
OTP,0,0
ugi,0,1
wyłamać,0,0
ugc,0,1
pogromca,0,0
wyglądać,0,0
łazienka,0,0
pokruszyć,0,0
karaibski,0,1
Nazgule,1,0
Has,1,1
Hat,1,1
blender,0,1
Epifania,1,1
jedyny,0,0
pożyć,0,0
jedyna,0,0
budownictwo,0,1
jedyne,0,0
lombard,0,1
trek,0,1
bialski,0,1
umowny,0,0
wchłonąć,0,0
emden,0,1
powtórzenie,0,0
poddanie,0,0
Gdynia,1,1
Hilversum,1,1
PSOE,0,1
wspaniałość,0,0
319,0,0
312,0,0
311,0,0
310,0,0
317,0,0
316,0,0
Fiori,1,1
Klemmer,1,1
Sulima,1,1
momusa,0,1
terrorysta,0,0
łupki,0,0
obalenie,0,0
bilardzista,0,0
socjolog,0,0
jumar,0,1
prokonsumenckie,0,0
Malcolmem,1,1
akcent,0,0
esperancki,0,1
schody,0,0
Persepolis,1,1
klient,0,0
opad,0,0
nietaktowny,0,0
wizerunek,0,0
lasa,0,0
dyplomat,0,0
opar,0,0
komin,0,0
cienić,0,0
olli,0,1
restrukturyzacja,0,0
bela,0,1
olle,0,1
superligaen,0,1
wystąpienie,0,0
ciepłowniczy,0,0
czucie,0,0
czcigodny,0,0
dowództwo,0,0
wkraść,0,0
potwierdzać,0,0
Nordiques,1,1
strzemińskiego,0,1
Kirkukiem,1,1
Carl,1,1
czynność,0,0
sportback,0,1
Card,1,1
rozsyłać,0,0
dążyć,0,0
grasshoppersu,0,1
ekshumacja,0,0
immunosupresja,0,0
Michel,1,1
uchylanie,0,0
Schlierenzauer,1,1
rozkrzyczeć,0,0
Rublowsko,1,1
demakowa,0,1
bartodziejski,0,1
osad,0,0
płaski,0,0
romneya,0,1
niepozorny,0,0
traxxas,0,1
31,0,0
lawina,0,0
niemiły,0,0
cyfryzacja,0,0
oszukiwać,0,0
wariant,0,0
unihocka,0,0
von,0,1
Drzewiecki,1,1
złość,0,0
sitar,0,1
Łosiak,1,1
niczyj,0,0
niczym,0,0
przystrzyc,0,0
dobiegać,0,0
algoma,0,1
parmezan,0,0
kapsla,0,0
pomyślność,0,0
komfortowy,0,0
Midtjylland,1,1
zwiastun,0,0
przyrodniczy,0,1
vagla,0,1
mikry,0,0
vagli,0,1
Karp,1,0
pomny,0,0
knf,0,1
Legutko,1,1
honor,0,0
Asz,1,1
chłodzić,0,0
przeciągły,0,0
Karl,1,1
beled,0,1
diecezjalny,0,0
Andry'ego,0,1
porażka,0,0
O2,1,1
zjawiać,0,0
mandat,0,0
rodzynek,0,0
rangers,0,1
Marino,1,1
Marina,1,1
bursztyn,0,0
Brandt,1,1
bytność,0,0
narzucać,0,0
doors,0,1
Oi,1,1
wyłapywać,0,0
spać,0,0
intertekstualne,0,0
śmietniczka,0,0
masakra,0,0
Zalesice,1,1
forteca,0,0
OO,0,0
ON,0,0
OK,0,0
rokitniańskich,0,1
błękitno,0,0
OB,0,0
OA,0,0
Płockie,1,0
technologia,0,0
błękitny,0,0
sorbet,0,0
Swojczyc,1,1
Łangpo,1,1
zaopatrywać,0,0
niestosowność,0,0
Frank,1,1
RoboRally,0,1
lilia,0,0
martynauem,0,1
charakteryzować,0,0
więź,0,0
Franz,1,1
wykończony,0,0
prochy,0,0
nokturn,0,0
wasylka,0,1
cauca,0,1
wasylko,0,1
Aston,1,1
popielnica,0,0
pietro,0,1
kozłowski,0,1
machedę,0,1
Jagielski,1,1
gzipowaniu,0,0
mogiła,0,0
jaskinia,0,1
gniew,0,0
brązowy,0,0
gliniany,0,0
muki,0,1
cechować,0,0
sprzedawać,0,0
spam,0,0
wąsosz,0,1
hexy,0,0
bios,0,1
gimnazjum,0,1
rzeczony,0,0
Balter,1,1
Tiengiz,1,1
ewangelicko,0,0
ewangelicki,0,0
hamulec,0,0
arkan,0,1
barman,0,0
niewiele,0,0
Hercegowina,1,1
fades,0,1
pilski,0,1
Kostka,1,0
Awesome,1,0
upośledzenie,0,0
zdystansować,0,0
sapard,0,1
Kałamaga,1,1
dekada,0,0
camp,0,1
powietrznodesantowy,0,0
niepodległy,0,0
włożyć,0,0
chao,0,1
macheda,0,1
cham,0,0
Bielecki,1,1
Catalogue,1,1
chat,0,0
odwołać,0,0
Bartela,1,1
podsmarzyć,0,0
uniwerystetu,0,1
kasztelan,0,1
pieszy,0,1
ułomność,0,0
Senor,1,0
szczepić,0,0
listopadowy,0,1
Tatra,1,1
nadzwyczajny,0,0
wüstewaltersdorfer,0,1
egzemplarzowej,0,0
wykluć,0,0
wyczyścic,0,0
Grecja,1,1
ZSSiO,0,1
ostrowa,0,1
światło,0,0
land,0,0
jeźlibym,0,0
produkt,0,0
światła,0,0
Tarnowskie,1,1
światły,0,0
Chateaubriand,1,1
rozplatać,0,0
jadłospis,0,0
wierszyk,0,0
stabrów,0,1
totek,0,0
Jim,1,1
toten,0,1
Bolivar,1,1
Doubt,1,1
wzorowy,0,0
uderzenie,0,0
poprawny,0,0
bilans,0,0
Arłamowscy,1,1
akcesja,0,0
newhall,0,1
División,1,1
córka,0,0
jednoprzęsłowy,0,0
resources,0,1
lindner,0,1
spłodzić,0,0
inaugurować,0,0
stołówka,0,0
malakiem,0,1
policzkowy,0,0
berus,0,0
Drelów,1,1
prawodawstwo,0,0
międzyczas,0,0
pawłówek,0,1
mistrz,0,1
wizja,0,0
591,0,0
593,0,0
murarz,0,0
bakalarstwo,0,0
majsterkowicz,0,0
video,0,1
haiku,0,0
teksas,0,1
victor,0,1
wciąż,0,0
spłonąć,0,0
multimedia,0,0
ufność,0,0
gwiazdozbiór,0,0
Janowo,1,1
Kaidę,1,1
wykształcenie,0,0
helfferich,0,1
wagowy,0,0
Freedom,1,1
wyczerpany,0,0
uwypuklić,0,0
formacja,0,0
górotwórczy,0,0
woźny,0,1
